[('interés', 'n'), 50] 16.578787320066404
[('teniente', 'n'), 1] 5.634305913580881
[('inhumana', 'n'), 1] 5.634305913580881
[('facultados', 'n'), 1] 5.634305913580881
[('ordinarias', 'n'), 1] 5.634305913580881
[('parque', 'n'), 1] 5.634305913580881
[('comparación', 'n'), 1] 5.634305913580881
[('electrónicos', 'n'), 1] 5.634305913580881
[('resolverlo', 'n'), 1] 5.634305913580881
[('administrativo', 'n'), 1] 5.634305913580881
[('autoritarismo', 'n'), 1] 5.634305913580881
[('padeciendo', 'n'), 1] 5.634305913580881
[('socioeconómica', 'n'), 1] 5.634305913580881
[('repetitivas', 'n'), 1] 5.634305913580881
[('riverside', 'n'), 1] 5.634305913580881
[('positiva', 'n'), 1] 5.634305913580881
[('licencia', 'n'), 1] 5.634305913580881
[('arrastra', 'n'), 1] 5.634305913580881
[('banobras', 'n'), 1] 5.634305913580881
[('sonría', 'n'), 1] 5.634305913580881
[('nube', 'n'), 1] 5.634305913580881
[('captado', 'n'), 1] 5.634305913580881
[('mencionadas', 'n'), 1] 5.634305913580881
[('vendedora', 'n'), 1] 5.634305913580881
[('certidumbre', 'n'), 1] 5.634305913580881
[('repagados', 'n'), 1] 5.634305913580881
[('sabotaje', 'n'), 1] 5.634305913580881
[('sobregiro', 'n'), 1] 5.634305913580881
[('desventurados', 'n'), 1] 5.634305913580881
[('diferida', 'n'), 1] 5.634305913580881
[('capitalizando', 'n'), 1] 5.634305913580881
[('ara', 'n'), 1] 5.634305913580881
[('ixtapa', 'n'), 1] 5.634305913580881
[('artimaña', 'n'), 1] 5.634305913580881
[('omc', 'n'), 1] 5.634305913580881
[('reproducidas', 'n'), 1] 5.634305913580881
[('instantánea', 'n'), 1] 5.634305913580881
[('cartulina', 'n'), 1] 5.634305913580881
[('givaldo', 'n'), 1] 5.634305913580881
[('preventivo', 'n'), 1] 5.634305913580881
[('churubusco', 'n'), 1] 5.634305913580881
[('cerdo', 'n'), 1] 5.634305913580881
[('funesta', 'n'), 1] 5.634305913580881
[('gobernabilidad', 'n'), 1] 5.634305913580881
[('camina', 'n'), 1] 5.634305913580881
[('corporativos', 'n'), 1] 5.634305913580881
[('arte', 'n'), 1] 5.634305913580881
[('asegurados', 'n'), 1] 5.634305913580881
[('mota', 'n'), 1] 5.634305913580881
[('desprotegidas', 'n'), 1] 5.634305913580881
[('madurez', 'n'), 1] 5.634305913580881
[('transforma', 'n'), 1] 5.634305913580881
[('auditoria', 'n'), 1] 5.634305913580881
[('encara', 'n'), 1] 5.634305913580881
[('derrumbaba', 'n'), 1] 5.634305913580881
[('pudrirnos', 'n'), 1] 5.634305913580881
[('reserva', 'n'), 1] 5.634305913580881
[('anexo', 'n'), 1] 5.634305913580881
[('injustificado', 'n'), 1] 5.634305913580881
[('chivo', 'n'), 1] 5.634305913580881
[('fechorías', 'n'), 1] 5.634305913580881
[('esprimido', 'n'), 1] 5.634305913580881
[('antigüita', 'n'), 1] 5.634305913580881
[('garrido', 'n'), 1] 5.634305913580881
[('enmarca', 'n'), 1] 5.634305913580881
[('vitro', 'n'), 1] 5.634305913580881
[('acertada', 'n'), 1] 5.634305913580881
[('agraviado', 'n'), 1] 5.634305913580881
[('partisanos', 'n'), 1] 5.634305913580881
[('lesionadas', 'n'), 1] 5.634305913580881
[('velorio', 'n'), 1] 5.634305913580881
[('pasillo', 'n'), 1] 5.634305913580881
[('difusión', 'n'), 1] 5.634305913580881
[('especulativos', 'n'), 1] 5.634305913580881
[('senadora', 'n'), 1] 5.634305913580881
[('beneficiando', 'n'), 1] 5.634305913580881
[('eficiencia', 'n'), 1] 5.634305913580881
[('ídolo', 'n'), 1] 5.634305913580881
[('tendería', 'n'), 1] 5.634305913580881
[('embajador', 'n'), 1] 5.634305913580881
[('innecesario', 'n'), 1] 5.634305913580881
[('reglamentación', 'n'), 1] 5.634305913580881
[('tasco', 'n'), 1] 5.634305913580881
[('reconquista', 'n'), 1] 5.634305913580881
[('castigo', 'n'), 1] 5.634305913580881
[('rencor', 'n'), 1] 5.634305913580881
[('emiliano', 'n'), 1] 5.634305913580881
[('vacacionalúnico', 'n'), 1] 5.634305913580881
[('magia', 'n'), 1] 5.634305913580881
[('penagos', 'n'), 1] 5.634305913580881
[('dieta', 'n'), 1] 5.634305913580881
[('premio', 'n'), 1] 5.634305913580881
[('llenado', 'n'), 1] 5.634305913580881
[('torpeza', 'n'), 1] 5.634305913580881
[('impotencia', 'n'), 1] 5.634305913580881
[('condicionamiento', 'n'), 1] 5.634305913580881
[('banxico', 'n'), 1] 5.634305913580881
[('despropósito', 'n'), 1] 5.634305913580881
[('silla', 'n'), 1] 5.634305913580881
[('apelación', 'n'), 1] 5.634305913580881
[('apuntadas', 'n'), 1] 5.634305913580881
[('exodo', 'n'), 1] 5.634305913580881
[('prioritarias', 'n'), 1] 5.634305913580881
[('alpha', 'n'), 1] 5.634305913580881
[('pronto', 'n'), 1] 5.634305913580881
[('brasil', 'n'), 1] 5.634305913580881
[('fraccionamiento', 'n'), 1] 5.634305913580881
[('avalúos', 'n'), 1] 5.634305913580881
[('regaño', 'n'), 1] 5.634305913580881
[('siendo', 'n'), 1] 5.634305913580881
[('colocando', 'n'), 1] 5.634305913580881
[('entregando', 'n'), 1] 5.634305913580881
[('magnitud', 'n'), 1] 5.634305913580881
[('parálisis', 'n'), 1] 5.634305913580881
[('otorgado', 'n'), 1] 5.634305913580881
[('sazonado', 'n'), 1] 5.634305913580881
[('dictadura', 'n'), 1] 5.634305913580881
[('difunda', 'n'), 1] 5.634305913580881
[('lluvia', 'n'), 1] 5.634305913580881
[('doña', 'n'), 1] 5.634305913580881
[('solórzano', 'n'), 1] 5.634305913580881
[('descontamos', 'n'), 1] 5.634305913580881
[('conectadas', 'n'), 1] 5.634305913580881
[('índole', 'n'), 1] 5.634305913580881
[('legitimidad', 'n'), 1] 5.634305913580881
[('contenido', 'n'), 1] 5.634305913580881
[('combustible', 'n'), 1] 5.634305913580881
[('gusto', 'n'), 1] 5.634305913580881
[('desarrollada', 'n'), 1] 5.634305913580881
[('alumno', 'n'), 1] 5.634305913580881
[('problemática', 'n'), 1] 5.634305913580881
[('clemencia', 'n'), 1] 5.634305913580881
[('cautivo', 'n'), 1] 5.634305913580881
[('sangre', 'n'), 1] 5.634305913580881
[('cumplimiento', 'n'), 1] 5.634305913580881
[('policiacos', 'n'), 1] 5.634305913580881
[('covarrubias', 'n'), 1] 5.634305913580881
[('contradictorios', 'n'), 1] 5.634305913580881
[('precursora', 'n'), 1] 5.634305913580881
[('retablo', 'n'), 1] 5.634305913580881
[('estimando', 'n'), 1] 5.634305913580881
[('desconfianza', 'n'), 1] 5.634305913580881
[('mar', 'n'), 1] 5.634305913580881
[('regado', 'n'), 1] 5.634305913580881
[('borrego', 'n'), 1] 5.634305913580881
[('energía', 'n'), 1] 5.634305913580881
[('conflictivo', 'n'), 1] 5.634305913580881
[('tranquilo', 'n'), 1] 5.634305913580881
[('californianas', 'n'), 1] 5.634305913580881
[('mesoamérica', 'n'), 1] 5.634305913580881
[('relevancia', 'n'), 1] 5.634305913580881
[('equilibrados', 'n'), 1] 5.634305913580881
[('alfaro', 'n'), 1] 5.634305913580881
[('sueño', 'n'), 1] 5.634305913580881
[('payasita', 'n'), 1] 5.634305913580881
[('mexicano', 'n'), 1] 5.634305913580881
[('sistemaenancario', 'n'), 1] 5.634305913580881
[('censura', 'n'), 1] 5.634305913580881
[('sucedáneo', 'n'), 1] 5.634305913580881
[('acarreo', 'n'), 1] 5.634305913580881
[('apreciación', 'n'), 1] 5.634305913580881
[('aprovechemos', 'n'), 1] 5.634305913580881
[('destierro', 'n'), 1] 5.634305913580881
[('modificada', 'n'), 1] 5.634305913580881
[('rezgo', 'n'), 1] 5.634305913580881
[('comprobados', 'n'), 1] 5.634305913580881
[('protesto', 'n'), 1] 5.634305913580881
[('fulano', 'n'), 1] 5.634305913580881
[('pretendiendo', 'n'), 1] 5.634305913580881
[('cuota', 'n'), 1] 5.634305913580881
[('coreana', 'n'), 1] 5.634305913580881
[('credibilidad', 'n'), 1] 5.634305913580881
[('supuestas', 'n'), 1] 5.634305913580881
[('profesionalismo', 'n'), 1] 5.634305913580881
[('redondo', 'n'), 1] 5.634305913580881
[('lazo', 'n'), 1] 5.634305913580881
[('canadiense', 'n'), 1] 5.634305913580881
[('estimara', 'n'), 1] 5.634305913580881
[('arrancando', 'n'), 1] 5.634305913580881
[('cercanía', 'n'), 1] 5.634305913580881
[('crema', 'n'), 1] 5.634305913580881
[('lorenzo', 'n'), 1] 5.634305913580881
[('cairo', 'n'), 1] 5.634305913580881
[('prestigio', 'n'), 1] 5.634305913580881
[('debate', 'n'), 1] 5.634305913580881
[('baño', 'n'), 1] 5.634305913580881
[('concurridas', 'n'), 1] 5.634305913580881
[('robo', 'n'), 1] 5.634305913580881
[('manejados', 'n'), 1] 5.634305913580881
[('oído', 'n'), 1] 5.634305913580881
[('sumergía', 'n'), 1] 5.634305913580881
[('costumbre', 'n'), 1] 5.634305913580881
[('diferendo', 'n'), 1] 5.634305913580881
[('carso', 'n'), 1] 5.634305913580881
[('extienda', 'n'), 1] 5.634305913580881
[('casilla', 'n'), 1] 5.634305913580881
[('despliegue', 'n'), 1] 5.634305913580881
[('malviviendo', 'n'), 1] 5.634305913580881
[('credo', 'n'), 1] 5.634305913580881
[('selecto', 'n'), 1] 5.634305913580881
[('alterando', 'n'), 1] 5.634305913580881
[('acreditado', 'n'), 1] 5.634305913580881
[('posmoderna', 'n'), 1] 5.634305913580881
[('estudiante', 'n'), 1] 5.634305913580881
[('disciplina', 'n'), 1] 5.634305913580881
[('bretaña', 'n'), 1] 5.634305913580881
[('expuso', 'n'), 1] 5.634305913580881
[('avila', 'n'), 1] 5.634305913580881
[('recordarnos', 'n'), 1] 5.634305913580881
[('derivamos', 'n'), 1] 5.634305913580881
[('cambiario', 'n'), 1] 5.634305913580881
[('renovación', 'n'), 1] 5.634305913580881
[('guayaba', 'n'), 1] 5.634305913580881
[('huida', 'n'), 1] 5.634305913580881
[('duplicidad', 'n'), 1] 5.634305913580881
[('remotas', 'n'), 1] 5.634305913580881
[('boeing', 'n'), 1] 5.634305913580881
[('sarmiento', 'n'), 1] 5.634305913580881
[('mentira', 'n'), 1] 5.634305913580881
[('vicente', 'n'), 1] 5.634305913580881
[('primaveraverano', 'n'), 1] 5.634305913580881
[('requisitoria', 'n'), 1] 5.634305913580881
[('sobreseimiento', 'n'), 1] 5.634305913580881
[('alejados', 'n'), 1] 5.634305913580881
[('sentarnos', 'n'), 1] 5.634305913580881
[('confeccionado', 'n'), 1] 5.634305913580881
[('gaseosa', 'n'), 1] 5.634305913580881
[('definitivos', 'n'), 1] 5.634305913580881
[('chino', 'n'), 1] 5.634305913580881
[('eliminadas', 'n'), 1] 5.634305913580881
[('certificación', 'n'), 1] 5.634305913580881
[('kino', 'n'), 1] 5.634305913580881
[('paquete', 'n'), 1] 5.634305913580881
[('retroactivo', 'n'), 1] 5.634305913580881
[('cancino', 'n'), 1] 5.634305913580881
[('cirugía', 'n'), 1] 5.634305913580881
[('orgullo', 'n'), 1] 5.634305913580881
[('represión', 'n'), 1] 5.634305913580881
[('padilla', 'n'), 1] 5.634305913580881
[('kilogramo', 'n'), 1] 5.634305913580881
[('famiglia', 'n'), 1] 5.634305913580881
[('atenderlo', 'n'), 1] 5.634305913580881
[('velasco', 'n'), 1] 5.634305913580881
[('monsanto', 'n'), 1] 5.634305913580881
[('surgimiento', 'n'), 1] 5.634305913580881
[('indagación', 'n'), 1] 5.634305913580881
[('pacientes', 'n'), 1] 5.634305913580881
[('piccolo', 'n'), 1] 5.634305913580881
[('camioneras', 'n'), 1] 5.634305913580881
[('preparatorias', 'n'), 1] 5.634305913580881
[('dudosa', 'n'), 1] 5.634305913580881
[('credencial', 'n'), 1] 5.634305913580881
[('destrucción', 'n'), 1] 5.634305913580881
[('leguleyo', 'n'), 1] 5.634305913580881
[('viabilidad', 'n'), 1] 5.634305913580881
[('salto', 'n'), 1] 5.634305913580881
[('tono', 'n'), 1] 5.634305913580881
[('desviados', 'n'), 1] 5.634305913580881
[('desaliento', 'n'), 1] 5.634305913580881
[('planteamiento', 'n'), 1] 5.634305913580881
[('reanudación', 'n'), 1] 5.634305913580881
[('marginado', 'n'), 1] 5.634305913580881
[('lástima', 'n'), 1] 5.634305913580881
[('pesimistas', 'n'), 1] 5.634305913580881
[('xenofóbicos', 'n'), 1] 5.634305913580881
[('reservado', 'n'), 1] 5.634305913580881
[('ipso', 'n'), 1] 5.634305913580881
[('frase', 'n'), 1] 5.634305913580881
[('propongamos', 'n'), 1] 5.634305913580881
[('vado', 'n'), 1] 5.634305913580881
[('talento', 'n'), 1] 5.634305913580881
[('elizondo', 'n'), 1] 5.634305913580881
[('porqué', 'n'), 1] 5.634305913580881
[('acreditadas', 'n'), 1] 5.634305913580881
[('clero', 'n'), 1] 5.634305913580881
[('postgrado', 'n'), 1] 5.634305913580881
[('abitia', 'n'), 1] 5.634305913580881
[('pánico', 'n'), 1] 5.634305913580881
[('decorado', 'n'), 1] 5.634305913580881
[('lúcido', 'n'), 1] 5.634305913580881
[('protagonismos', 'n'), 1] 5.634305913580881
[('crónica', 'n'), 1] 5.634305913580881
[('consagrada', 'n'), 1] 5.634305913580881
[('realizados', 'n'), 1] 5.634305913580881
[('antelmo', 'n'), 1] 5.634305913580881
[('suscripción', 'n'), 1] 5.634305913580881
[('ayudarlo', 'n'), 1] 5.634305913580881
[('fascios', 'n'), 1] 5.634305913580881
[('deshabitadas', 'n'), 1] 5.634305913580881
[('falla', 'n'), 1] 5.634305913580881
[('sufridos', 'n'), 1] 5.634305913580881
[('televisa', 'n'), 1] 5.634305913580881
[('cabeza', 'n'), 1] 5.634305913580881
[('recorte', 'n'), 1] 5.634305913580881
[('catastróficos', 'n'), 1] 5.634305913580881
[('estupendo', 'n'), 1] 5.634305913580881
[('maltratado', 'n'), 1] 5.634305913580881
[('raquítico', 'n'), 1] 5.634305913580881
[('tarahumara', 'n'), 1] 5.634305913580881
[('gigantesca', 'n'), 1] 5.634305913580881
[('plagado', 'n'), 1] 5.634305913580881
[('movería', 'n'), 1] 5.634305913580881
[('capitaliza', 'n'), 1] 5.634305913580881
[('entrevistados', 'n'), 1] 5.634305913580881
[('aparato', 'n'), 1] 5.634305913580881
[('novedoso', 'n'), 1] 5.634305913580881
[('variación', 'n'), 1] 5.634305913580881
[('opuesta', 'n'), 1] 5.634305913580881
[('jabón', 'n'), 1] 5.634305913580881
[('convivencia', 'n'), 1] 5.634305913580881
[('foto', 'n'), 1] 5.634305913580881
[('anteproyecto', 'n'), 1] 5.634305913580881
[('disponiendo', 'n'), 1] 5.634305913580881
[('prolongado', 'n'), 1] 5.634305913580881
[('sumario', 'n'), 1] 5.634305913580881
[('rincón', 'n'), 1] 5.634305913580881
[('minoría', 'n'), 1] 5.634305913580881
[('destruirla', 'n'), 1] 5.634305913580881
[('discriminación', 'n'), 1] 5.634305913580881
[('macho', 'n'), 1] 5.634305913580881
[('deficiencia', 'n'), 1] 5.634305913580881
[('lázaro', 'n'), 1] 5.634305913580881
[('forzado', 'n'), 1] 5.634305913580881
[('subprocuraduría', 'n'), 1] 5.634305913580881
[('judía', 'n'), 1] 5.634305913580881
[('espinoso', 'n'), 1] 5.634305913580881
[('cliente', 'n'), 1] 5.634305913580881
[('chabacanos', 'n'), 1] 5.634305913580881
[('combinación', 'n'), 1] 5.634305913580881
[('desahogado', 'n'), 1] 5.634305913580881
[('navío', 'n'), 1] 5.634305913580881
[('hierro', 'n'), 1] 5.634305913580881
[('promoción', 'n'), 1] 5.634305913580881
[('desempeñaremos', 'n'), 1] 5.634305913580881
[('iniciados', 'n'), 1] 5.634305913580881
[('mateo', 'n'), 1] 5.634305913580881
[('priístas', 'n'), 1] 5.634305913580881
[('pared', 'n'), 1] 5.634305913580881
[('fianza', 'n'), 1] 5.634305913580881
[('socialista', 'n'), 1] 5.634305913580881
[('nemias', 'n'), 1] 5.634305913580881
[('antimigratoria', 'n'), 1] 5.634305913580881
[('toda', 'n'), 1] 5.634305913580881
[('méxicopachuca', 'n'), 1] 5.634305913580881
[('escándalo', 'n'), 1] 5.634305913580881
[('contrapelo', 'n'), 1] 5.634305913580881
[('reducía', 'n'), 1] 5.634305913580881
[('cabildo', 'n'), 1] 5.634305913580881
[('méxicopuebla', 'n'), 1] 5.634305913580881
[('extensa', 'n'), 1] 5.634305913580881
[('guaruras', 'n'), 1] 5.634305913580881
[('caído', 'n'), 1] 5.634305913580881
[('fideicomiso', 'n'), 1] 5.634305913580881
[('brecha', 'n'), 1] 5.634305913580881
[('campamento', 'n'), 1] 5.634305913580881
[('psicólogo', 'n'), 1] 5.634305913580881
[('operados', 'n'), 1] 5.634305913580881
[('prodigaba', 'n'), 1] 5.634305913580881
[('netra', 'n'), 1] 5.634305913580881
[('paseando', 'n'), 1] 5.634305913580881
[('escritor', 'n'), 1] 5.634305913580881
[('razonado', 'n'), 1] 5.634305913580881
[('gastando', 'n'), 1] 5.634305913580881
[('occidente', 'n'), 1] 5.634305913580881
[('manifestante', 'n'), 1] 5.634305913580881
[('monetaria', 'n'), 1] 5.634305913580881
[('piloto', 'n'), 1] 5.634305913580881
[('recomendamos', 'n'), 1] 5.634305913580881
[('violando', 'n'), 1] 5.634305913580881
[('fundamnetados', 'n'), 1] 5.634305913580881
[('aforismo', 'n'), 1] 5.634305913580881
[('arribo', 'n'), 1] 5.634305913580881
[('respectiva', 'n'), 1] 5.634305913580881
[('rabia', 'n'), 1] 5.634305913580881
[('unico', 'n'), 1] 5.634305913580881
[('ingrediente', 'n'), 1] 5.634305913580881
[('democratización', 'n'), 1] 5.634305913580881
[('antagónicas', 'n'), 1] 5.634305913580881
[('bancarios', 'n'), 1] 5.634305913580881
[('orgánica', 'n'), 1] 5.634305913580881
[('concepción', 'n'), 1] 5.634305913580881
[('sicilia', 'n'), 1] 5.634305913580881
[('lectora', 'n'), 1] 5.634305913580881
[('colegiatura', 'n'), 1] 5.634305913580881
[('disco', 'n'), 1] 5.634305913580881
[('mareo', 'n'), 1] 5.634305913580881
[('recuperando', 'n'), 1] 5.634305913580881
[('ahogada', 'n'), 1] 5.634305913580881
[('prudencia', 'n'), 1] 5.634305913580881
[('plena', 'n'), 1] 5.634305913580881
[('aliado', 'n'), 1] 5.634305913580881
[('hipoteca', 'n'), 1] 5.634305913580881
[('recogido', 'n'), 1] 5.634305913580881
[('jornalero', 'n'), 1] 5.634305913580881
[('panistas', 'n'), 1] 5.634305913580881
[('delicado', 'n'), 1] 5.634305913580881
[('recabados', 'n'), 1] 5.634305913580881
[('ejecución', 'n'), 1] 5.634305913580881
[('advertencia', 'n'), 1] 5.634305913580881
[('veras', 'n'), 1] 5.634305913580881
[('hacemos', 'n'), 1] 5.634305913580881
[('sorpresivo', 'n'), 1] 5.634305913580881
[('presionadas', 'n'), 1] 5.634305913580881
[('corrija', 'n'), 1] 5.634305913580881
[('botín', 'n'), 1] 5.634305913580881
[('ledo', 'n'), 1] 5.634305913580881
[('sonora', 'n'), 1] 5.634305913580881
[('miguel', 'n'), 1] 5.634305913580881
[('cna', 'n'), 1] 5.634305913580881
[('lance', 'n'), 1] 5.634305913580881
[('detenga', 'n'), 1] 5.634305913580881
[('anuencia', 'n'), 1] 5.634305913580881
[('margarita', 'n'), 1] 5.634305913580881
[('humanísticas', 'n'), 1] 5.634305913580881
[('disimulada', 'n'), 1] 5.634305913580881
[('llamada', 'n'), 1] 5.634305913580881
[('solicito', 'n'), 1] 5.634305913580881
[('capitalizarlos', 'n'), 1] 5.634305913580881
[('manto', 'n'), 1] 5.634305913580881
[('salcedo', 'n'), 1] 5.634305913580881
[('autopista', 'n'), 1] 5.634305913580881
[('campesinado', 'n'), 1] 5.634305913580881
[('repercusión', 'n'), 1] 5.634305913580881
[('huejotzingo', 'n'), 1] 5.634305913580881
[('luegodelicada', 'n'), 1] 5.634305913580881
[('prenda', 'n'), 1] 5.634305913580881
[('crucificando', 'n'), 1] 5.634305913580881
[('dispositivo', 'n'), 1] 5.634305913580881
[('placer', 'n'), 1] 5.634305913580881
[('fortalecido', 'n'), 1] 5.634305913580881
[('editorial', 'n'), 1] 5.634305913580881
[('solucionamos', 'n'), 1] 5.634305913580881
[('fábregas', 'n'), 1] 5.634305913580881
[('abandono', 'n'), 1] 5.634305913580881
[('tortuguismo', 'n'), 1] 5.634305913580881
[('conectada', 'n'), 1] 5.634305913580881
[('colorido', 'n'), 1] 5.634305913580881
[('alzamiento', 'n'), 1] 5.634305913580881
[('desembarcado', 'n'), 1] 5.634305913580881
[('ecocidio', 'n'), 1] 5.634305913580881
[('ultrapasteurizada', 'n'), 1] 5.634305913580881
[('alargamiento', 'n'), 1] 5.634305913580881
[('catalizador', 'n'), 1] 5.634305913580881
[('imprevisto', 'n'), 1] 5.634305913580881
[('genio', 'n'), 1] 5.634305913580881
[('produciendo', 'n'), 1] 5.634305913580881
[('lavatorio', 'n'), 1] 5.634305913580881
[('cabida', 'n'), 1] 5.634305913580881
[('humano', 'n'), 1] 5.634305913580881
[('atravesarlo', 'n'), 1] 5.634305913580881
[('volviendo', 'n'), 1] 5.634305913580881
[('colgadas', 'n'), 1] 5.634305913580881
[('presupuestario', 'n'), 1] 5.634305913580881
[('susana', 'n'), 1] 5.634305913580881
[('santacilia', 'n'), 1] 5.634305913580881
[('indicaba', 'n'), 1] 5.634305913580881
[('donato', 'n'), 1] 5.634305913580881
[('grúa', 'n'), 1] 5.634305913580881
[('mirando', 'n'), 1] 5.634305913580881
[('guatemalteca', 'n'), 1] 5.634305913580881
[('llorona', 'n'), 1] 5.634305913580881
[('ineficiencias', 'n'), 1] 5.634305913580881
[('vituperio', 'n'), 1] 5.634305913580881
[('subida', 'n'), 1] 5.634305913580881
[('noción', 'n'), 1] 5.634305913580881
[('manipuladas', 'n'), 1] 5.634305913580881
[('barra', 'n'), 1] 5.634305913580881
[('traduzca', 'n'), 1] 5.634305913580881
[('aguirre', 'n'), 1] 5.634305913580881
[('hablemos', 'n'), 1] 5.634305913580881
[('zedillista', 'n'), 1] 5.634305913580881
[('sufriendo', 'n'), 1] 5.634305913580881
[('afirmación', 'n'), 1] 5.634305913580881
[('aragón', 'n'), 1] 5.634305913580881
[('colosista', 'n'), 1] 5.634305913580881
[('velazco', 'n'), 1] 5.634305913580881
[('córdoba', 'n'), 1] 5.634305913580881
[('especulación', 'n'), 1] 5.634305913580881
[('compartiendo', 'n'), 1] 5.634305913580881
[('aprobación', 'n'), 1] 5.634305913580881
[('recomienda', 'n'), 1] 5.634305913580881
[('liquidados', 'n'), 1] 5.634305913580881
[('intolerancia', 'n'), 1] 5.634305913580881
[('anarquía', 'n'), 1] 5.634305913580881
[('interrogado', 'n'), 1] 5.634305913580881
[('poblador', 'n'), 1] 5.634305913580881
[('adornado', 'n'), 1] 5.634305913580881
[('despanzurra', 'n'), 1] 5.634305913580881
[('erráticos', 'n'), 1] 5.634305913580881
[('oída', 'n'), 1] 5.634305913580881
[('votando', 'n'), 1] 5.634305913580881
[('pascual', 'n'), 1] 5.634305913580881
[('vega', 'n'), 1] 5.634305913580881
[('rompimiento', 'n'), 1] 5.634305913580881
[('anciano', 'n'), 1] 5.634305913580881
[('peleando', 'n'), 1] 5.634305913580881
[('peligrosidad', 'n'), 1] 5.634305913580881
[('hilaridad', 'n'), 1] 5.634305913580881
[('fundo', 'n'), 1] 5.634305913580881
[('chicomuselo', 'n'), 1] 5.634305913580881
[('espesas', 'n'), 1] 5.634305913580881
[('campa', 'n'), 1] 5.634305913580881
[('descubríamos', 'n'), 1] 5.634305913580881
[('pan', 'n'), 1] 5.634305913580881
[('entrega', 'n'), 1] 5.634305913580881
[('fastuosa', 'n'), 1] 5.634305913580881
[('carranza', 'n'), 1] 5.634305913580881
[('prioritaria', 'n'), 1] 5.634305913580881
[('socama', 'n'), 1] 5.634305913580881
[('bicicleta', 'n'), 1] 5.634305913580881
[('resumen', 'n'), 1] 5.634305913580881
[('tronamos', 'n'), 1] 5.634305913580881
[('chovinismo', 'n'), 1] 5.634305913580881
[('defectuoso', 'n'), 1] 5.634305913580881
[('coro', 'n'), 1] 5.634305913580881
[('emigrando', 'n'), 1] 5.634305913580881
[('señalando', 'n'), 1] 5.634305913580881
[('enlazados', 'n'), 1] 5.634305913580881
[('artista', 'n'), 1] 5.634305913580881
[('efectivas', 'n'), 1] 5.634305913580881
[('privilegio', 'n'), 1] 5.634305913580881
[('alfonso', 'n'), 1] 5.634305913580881
[('emigración', 'n'), 1] 5.634305913580881
[('querido', 'n'), 1] 5.634305913580881
[('acopio', 'n'), 1] 5.634305913580881
[('ferro', 'n'), 1] 5.634305913580881
[('padrastro', 'n'), 1] 5.634305913580881
[('veracruzano', 'n'), 1] 5.634305913580881
[('primario', 'n'), 1] 5.634305913580881
[('envenenado', 'n'), 1] 5.634305913580881
[('físico', 'n'), 1] 5.634305913580881
[('ponciano', 'n'), 1] 5.634305913580881
[('vulgo', 'n'), 1] 5.634305913580881
[('clasificación', 'n'), 1] 5.634305913580881
[('enero', 'n'), 1] 5.634305913580881
[('forja', 'n'), 1] 5.634305913580881
[('reynoso', 'n'), 1] 5.634305913580881
[('subsecretario', 'n'), 1] 5.634305913580881
[('chéquelo', 'n'), 1] 5.634305913580881
[('demoledora', 'n'), 1] 5.634305913580881
[('palangana', 'n'), 1] 5.634305913580881
[('histriónico', 'n'), 1] 5.634305913580881
[('eco', 'n'), 1] 5.634305913580881
[('holganza', 'n'), 1] 5.634305913580881
[('labio', 'n'), 1] 5.634305913580881
[('vaivén', 'n'), 1] 5.634305913580881
[('golpista', 'n'), 1] 5.634305913580881
[('europea', 'n'), 1] 5.634305913580881
[('apoderamientos', 'n'), 1] 5.634305913580881
[('contratarlas', 'n'), 1] 5.634305913580881
[('positivas', 'n'), 1] 5.634305913580881
[('dividirlos', 'n'), 1] 5.634305913580881
[('aérea', 'n'), 1] 5.634305913580881
[('radiografía', 'n'), 1] 5.634305913580881
[('rabasa', 'n'), 1] 5.634305913580881
[('enviamos', 'n'), 1] 5.634305913580881
[('entusiasmo', 'n'), 1] 5.634305913580881
[('estímulo', 'n'), 1] 5.634305913580881
[('rostro', 'n'), 1] 5.634305913580881
[('colmo', 'n'), 1] 5.634305913580881
[('recuperada', 'n'), 1] 5.634305913580881
[('dirigidos', 'n'), 1] 5.634305913580881
[('otorgamiento', 'n'), 1] 5.634305913580881
[('salvador', 'n'), 1] 5.634305913580881
[('dilucidando', 'n'), 1] 5.634305913580881
[('absuelto', 'n'), 1] 5.634305913580881
[('contexto', 'n'), 1] 5.634305913580881
[('pera', 'n'), 1] 5.634305913580881
[('oportunistas', 'n'), 1] 5.634305913580881
[('mazorca', 'n'), 1] 5.634305913580881
[('votantes', 'n'), 1] 5.634305913580881
[('altísimo', 'n'), 1] 5.634305913580881
[('integridad', 'n'), 1] 5.634305913580881
[('macroeconomía', 'n'), 1] 5.634305913580881
[('barreda', 'n'), 1] 5.634305913580881
[('nexo', 'n'), 1] 5.634305913580881
[('agente', 'n'), 1] 5.634305913580881
[('simplistas', 'n'), 1] 5.634305913580881
[('período', 'n'), 1] 5.634305913580881
[('damatos', 'n'), 1] 5.634305913580881
[('senda', 'n'), 1] 5.634305913580881
[('piratas', 'n'), 1] 5.634305913580881
[('compara', 'n'), 1] 5.634305913580881
[('dictador', 'n'), 1] 5.634305913580881
[('lleno', 'n'), 1] 5.634305913580881
[('oscaruespinosa', 'n'), 1] 5.634305913580881
[('maximato', 'n'), 1] 5.634305913580881
[('llaga', 'n'), 1] 5.634305913580881
[('enlace', 'n'), 1] 5.634305913580881
[('precisamos', 'n'), 1] 5.634305913580881
